order_id,product_id,qty,unit_price_at_sale
50066,1123,1,5.21
50067,1061,5,8.34
50067,1081,3,1332.66
50067,1144,1,41.85
50068,1178,5,221.91
50069,1007,2,55.43
50069,1140,3,56.33
50069,1146,4,151.93
50069,1183,2,1587.97
50070,1048,2,35.75
50070,1049,4,69.74
50070,1132,5,149.21
50071,1033,3,58.61
50071,1045,5,1284.78
50071,1111,3,1143.42
50071,1119,2,188.14
50071,1120,2,58.18
50071,1146,3,173.39
50071,1163,5,47.69
50072,1096,2,104.07
50072,1135,5,77.88
50072,1160,4,31.08
50073,1047,1,1654.91
50073,1059,1,140.21
50073,1073,1,106.57
50073,1192,4,219.28
50074,1020,1,33.82
50074,1098,4,17.75
50074,1178,5,201.53
50075,1044,4,18.03
50075,1057,5,59.34
50075,1153,5,1054.54
50075,1200,2,54.55
50076,1006,5,27.34
50076,1028,1,128.84
50076,1068,2,106.11
50076,1082,3,38.5
50076,1094,3,85.63
50076,1106,5,113.62
50077,1072,5,52.42
50077,1120,5,59.92
50077,1147,2,55.27
50077,1150,1,13.64
50077,1187,4,205.68
50078,1014,2,33.31
50078,1017,5,43.94
50078,1130,3,16.86
50078,1165,5,1437.78
50078,1173,4,114.5
50079,1051,2,23.4
50079,1055,4,56.58
50079,1128,5,60.63
50079,1151,5,1956.76
50080,1154,1,1204.28
50081,1081,5,1227.85
50082,1003,2,2347.2
50082,1062,2,54.48
50083,1182,3,2359.33
50084,1115,1,21.07
50085,1037,4,62.22
50085,1091,2,1564.12
50086,1007,1,43.83
50087,1050,2,2157.65
50087,1103,5,97.1
50087,1160,5,25.47
50088,1052,5,687.57
50088,1180,3,1296.31
50089,1021,5,4.94
50089,1162,2,53.11
50090,1024,5,147.58
50090,1120,4,69.24
50090,1126,5,238.08
50090,1134,3,126.68
50090,1138,3,166.02
50091,1006,4,32.87
50092,1034,4,57.95
50092,1099,2,58.48
50093,1037,4,63.25
50093,1070,1,121.7
50093,1094,5,105.19
50093,1098,3,17.94
50094,1053,5,47.79
50094,1178,1,247.28
50095,1009,3,37.78
50095,1022,4,35.78
50095,1043,4,42.53
50095,1171,5,47.61
50096,1020,1,35.85
50096,1029,5,109.76
50096,1110,2,2602.38
50097,1013,5,171.81
50097,1026,5,245.4
50097,1144,2,48.11
50098,1031,1,78.67
50099,1010,3,122.02
50099,1029,4,117.03
50099,1041,4,1948.99
50099,1064,4,125.75
50100,1066,2,57.71
50100,1119,3,177.54
50101,1103,3,99.61
50102,1003,2,2083.35
50102,1019,1,2124.63
50102,1058,3,2374.67
50102,1165,2,1381.84
50102,1185,3,2395.79
50103,1050,5,2579.22
50104,1016,2,1672.43
50104,1029,1,119.26
50104,1061,1,8.98
50104,1065,2,145.68
50104,1127,5,103.35
50104,1191,1,275.03
50105,1039,1,59.29
50105,1069,1,1545.68
50105,1112,3,237.68
50105,1141,5,39.52
50106,1132,3,17.04
50107,1158,5,1328.06
50108,1170,5,1256.27
50108,1183,4,1669.52
50109,1055,5,43.63
50109,1197,4,1376.01
50110,1052,5,849.92
50110,1157,1,1652.65
50111,1097,1,640.88
50111,1149,5,112.06
50111,1187,1,180.4
50112,1041,5,1856.16
50112,1161,4,1899.96
50113,1049,4,59.3
50113,1065,5,147.19
50113,1076,2,91.81
50114,1017,3,42.59
50114,1121,1,65.18
50114,1167,1,22.27
50115,1069,4,1635.69
50115,1141,5,50.83
50115,1144,3,48.16
50116,1097,3,662.53
50116,1098,3,18.41
50116,1112,2,242.25
50116,1129,2,35.17
50116,1148,3,32.57
50117,1041,5,2465.57
50117,1077,2,65.51
50117,1198,1,100.77
50118,1175,5,247.63
50119,1037,1,70.94
50119,1080,1,156.67
50120,1035,2,64.25
50120,1151,5,1960.66
50121,1064,2,112.43
50121,1199,1,136.28
50122,1008,5,118.03
50122,1078,3,41.45
50123,1039,5,64.96
50123,1179,5,1697.87
50124,1138,3,165.82
50125,1057,3,12.92
50126,1034,4,50.17
50127,1071,3,74.88
50127,1088,1,47.4
50127,1139,2,1991.0
50128,1096,5,108.36
50128,1128,4,73.53
50128,1171,2,43.44
50128,1176,2,16.78
50129,1017,1,48.6
50129,1076,5,90.36
50129,1122,2,1417.2
50130,1081,3,1023.8
50130,1152,2,74.02
50130,1171,5,38.39
50131,1071,5,77.98
50132,1060,2,130.88
50132,1131,1,62.07
50132,1140,2,53.56
50132,1172,5,126.03
50133,1086,3,101.94
50133,1092,4,83.32
50133,1098,1,18.87
50134,1013,4,152.1
50134,1014,3,31.3
50134,1015,5,82.9
50134,1152,3,68.36
50134,1180,4,1280.59
50135,1063,3,100.57
50136,1126,1,241.26
50137,1114,5,5.52
50138,1040,2,805.85
50138,1054,4,1594.46
50138,1153,4,1125.42
50139,1007,4,46.96
50139,1037,3,73.3
50139,1040,1,835.12
50139,1079,3,109.87
50140,1086,4,108.7
50140,1107,3,1918.85
50140,1128,2,72.95
50140,1191,4,254.18
50141,1013,2,136.08
50141,1168,1,52.27
50141,1189,1,2410.56
50142,1095,5,95.3
50142,1157,4,1750.48
50143,1046,3,83.42
50143,1144,4,55.56
50144,1030,2,31.51
50144,1060,4,124.59
50145,1187,5,192.68
50146,1095,1,113.15
50147,1031,1,66.6
50147,1038,3,100.2
50147,1092,5,82.18
50147,1114,2,5.65
50147,1122,3,1400.58
50148,1079,2,98.79
50148,1145,2,234.89
50148,1186,4,7.27
50149,1025,3,26.6
50149,1107,1,1639.15
50149,1133,4,1518.68
50149,1144,5,45.87
50149,1185,3,2532.23
50150,1029,2,112.03
50150,1111,2,1152.48
50151,1037,1,67.08
50151,1053,2,45.19
50152,1018,2,46.47
50152,1166,4,45.97
50152,1174,3,90.14
50152,1174,2,97.66
50153,1015,1,74.62
50153,1063,1,86.36
50154,1012,5,234.44
50154,1184,4,2656.05
50155,1069,5,1402.64
50155,1123,4,4.47
50156,1060,5,111.61
50157,1005,5,14.52
50157,1186,1,8.33
50158,1077,4,64.09
50159,1023,5,74.39
50159,1038,2,125.09
50159,1121,4,65.76
50160,1038,2,110.86
50160,1109,4,10.23
50160,1114,3,5.48
50161,1194,1,2073.3
50162,1019,2,1431.51
50163,1034,3,59.39
50163,1070,4,120.73
50163,1084,3,55.59
50163,1166,4,46.06
50164,1008,4,113.63
50164,1068,5,128.59
50164,1144,3,45.11
50165,1029,2,111.87
50165,1036,5,20.26
50165,1065,1,147.5
50165,1134,4,117.67
50165,1158,3,1348.96
50166,1083,1,34.18
50166,1096,5,118.28
50166,1101,2,921.46
50166,1152,1,59.13
50166,1180,2,1235.5
50166,1185,3,2383.49
50167,1076,1,97.12
50167,1126,3,223.35
50168,1104,3,22.68
50168,1168,5,53.48
50169,1122,2,1307.83
50169,1170,2,1192.57
50170,1086,4,96.16
50170,1095,5,111.51
50170,1134,3,122.3
50170,1192,4,229.88
50171,1029,2,95.36
50172,1128,2,69.35
50172,1132,5,154.07
50173,1069,4,1696.34
50174,1134,2,112.41
50174,1164,4,540.6
50174,1199,3,163.43
50175,1016,5,1430.95
50176,1157,3,133.54
50177,1123,3,152.68
50178,1019,2,1851.74
50178,1087,1,49.14
50178,1093,3,143.7
50178,1116,4,1820.68
50179,1027,2,39.42
50179,1114,1,5.01
50179,1130,4,16.22
50179,1195,1,75.3
50180,1164,2,123.74
50181,1035,4,75.38
50181,1073,3,109.87
50181,1083,3,38.32
50181,1119,4,191.48
50181,1154,1,1041.45
50182,1001,4,1438.17
50182,1101,2,975.14
50183,1094,2,93.72
50184,1144,3,19.14
50185,1053,4,52.81
50186,1007,5,53.3
50186,1010,5,111.35
50186,1029,2,111.92
50186,1160,5,29.61
50187,1195,2,69.41
50188,1063,3,91.45
50188,1100,3,1172.96
50188,1129,4,42.05
50188,1136,5,227.77
50189,1044,4,14.9
50189,1095,2,107.84
50190,1058,3,2403.36
50190,1066,5,71.98
50190,1124,2,2019.37
50191,1030,4,36.99
50191,1053,3,39.44
50191,1086,4,113.66
50191,1186,1,6.57
50192,1048,1,30.48
50192,1054,3,1769.04
50192,1091,3,1403.32
50192,1177,3,162.34
50193,1006,1,107.08
50195,1046,1,74.96
50195,1047,4,1996.24
50195,1048,5,30.93
50196,1082,1,53.06
50197,1013,2,1107.59
50198,1109,5,9.39
50199,1026,3,222.32
50199,1139,5,2296.8
50199,1197,1,1612.99
50200,1091,5,1197.87
50201,1045,5,1162.72
50202,1031,4,68.63
50203,1036,1,22.48
50203,1098,1,17.44
50204,1101,5,817.44
50204,1132,4,134.13
50204,1164,2,592.56
50204,1176,3,19.43
50205,1002,1,129.84
50205,1055,1,51.33
50205,1176,1,19.43
50206,1029,4,122.58
50206,1046,2,80.85
50206,1064,5,111.91
50207,1088,5,44.9
50207,1150,5,14.07
50207,1175,4,278.94
50208,1023,3,79.24
50208,1043,5,49.25
50208,1150,4,14.66
50208,1187,2,187.16
50209,1005,2,11.1
50209,1043,3,56.35
50209,1122,4,1417.22
50210,1176,2,67.61
50211,1061,5,7.8
50211,1177,2,161.91
50211,1194,5,10.04
50211,1200,3,50.94
50212,1044,5,15.81
50212,1052,1,773.87
50212,1093,3,121.1
50213,1045,4,1130.88
50213,1066,1,62.17
50214,1043,4,51.1
50214,1057,1,73.73
50214,1146,1,149.03
50214,1166,2,43.04
50215,1183,1,1589.23
50216,1009,1,39.23
50216,1040,3,736.02
50216,1081,2,1029.77
50216,1090,1,152.28
50216,1128,5,75.5
50216,1132,5,132.92
50216,1137,2,62.9
50216,1157,4,1462.74
50217,1195,4,72.67
50218,1055,1,43.21
50218,1172,1,119.22
50219,1049,3,81.43
50219,1067,1,50.56
50219,1071,2,78.41
50220,1033,3,66.33
50220,1033,2,69.59
50220,1042,4,44.86
50221,1005,5,14.7
50221,1041,2,2079.67
50221,1050,4,2421.89
50221,1177,2,172.67
50222,1095,2,99.72
50222,1111,2,1372.64
50222,1138,4,161.56
50222,1142,2,86.74
50222,1169,3,17.46
50223,1005,5,12.44
50223,1101,4,855.38
50223,1127,5,106.0
50224,1177,1,129.5
50225,1147,4,63.87
50226,1015,3,74.88
50226,1020,1,38.28
50226,1077,5,71.17
50226,1167,5,20.49
50227,1042,2,38.36
50227,1095,4,95.03
50227,1174,3,102.02
50228,1062,3,12.92
50229,1036,5,26.11
50229,1105,5,2387.54
50229,1200,4,60.08
50230,1020,5,32.84
50231,1003,4,2320.97
50231,1017,2,43.64
50231,1029,1,121.65
50231,1131,5,59.42
50231,1151,4,1982.2
50232,1062,1,55.51
50232,1162,2,53.12
50232,1168,1,57.05
50232,1174,3,89.27
50233,1147,2,53.7
50234,1069,1,1633.67
50235,1009,1,36.82
50235,1013,3,140.95
50235,1055,2,51.13
50235,1067,2,57.54
50235,1110,5,2490.43
50235,1122,3,1572.77
50235,1156,4,500.98
50235,1178,1,229.59
50236,1070,4,133.09
50237,1056,4,98.55
50237,1098,5,18.36
50237,1189,4,1989.57
50238,1116,2,1895.29
50238,1150,3,15.3
50238,1184,2,2386.84
50239,1012,3,236.2
50240,1026,1,246.67
50240,1071,4,61.97
50240,1133,5,1298.25
50240,1136,4,216.15
50240,1151,2,1877.54
50241,1086,4,110.44
50241,1121,4,54.68
50241,1142,5,97.04
50242,1075,2,14.78
50242,1086,5,108.58
50242,1144,4,49.97
50243,1155,3,238.61
50243,1197,4,1746.66
50244,1010,4,96.62
50244,1141,5,41.72
50245,1103,1,77.27
50246,1085,4,66.54
50247,1173,1,100.43
50247,1185,5,2332.22
50248,1057,1,60.99
50248,1100,1,1374.96
50249,1019,1,1880.85
50250,1178,4,244.0
50251,1109,3,8.25
50252,1054,3,1584.09
50252,1095,4,85.69
50252,1116,3,2014.63
50252,1135,1,75.68
50252,1170,5,1198.6
50253,1020,5,37.03
50254,1013,1,175.28
50254,1014,2,34.58
50254,1029,1,101.46
50254,1117,4,1706.18
50254,1163,4,51.56
50255,1080,1,190.4
50255,1117,3,1778.96
50255,1127,1,114.84
50256,1069,3,1564.38
50256,1192,1,175.49
50256,1193,4,14.81
50257,1069,1,1484.4
50258,1102,1,135.43
50258,1183,1,1649.47
50259,1031,4,77.03
50260,1014,3,33.94
50260,1024,4,164.02
50260,1039,1,54.65
50260,1058,4,2554.52
50260,1065,5,171.32
50260,1081,4,1146.93
50260,1142,1,96.9
50261,1052,5,722.54
50261,1145,4,276.21
50261,1155,1,230.48
50262,1022,1,32.48
50262,1023,1,66.82
50262,1137,4,68.21
50262,1164,4,605.99
50263,1155,4,201.94
50264,1181,5,51.53
50264,1190,1,13.77
50265,1005,5,13.59
50265,1016,5,1696.95
50265,1059,2,152.2
50265,1121,2,74.8
50266,1018,3,222.12
50267,1031,4,65.55
50267,1081,1,1065.18
50267,1084,5,47.77
50267,1127,5,105.68
50268,1027,2,36.24
50268,1136,3,217.35
50268,1151,1,2288.0
50269,1011,5,80.76
50269,1081,2,1098.52
50269,1148,1,30.86
50270,1020,1,36.19
50270,1081,2,1134.28
50271,1009,2,43.49
50271,1060,3,116.8
50271,1091,1,1386.2
50271,1155,2,245.99
50272,1025,4,28.11
50272,1046,1,81.69
50272,1147,1,59.01
50272,1157,5,1569.14
50273,1084,4,54.93
50274,1010,2,108.95
50274,1041,4,2173.45
50274,1123,3,5.56
50274,1154,3,1092.7
50275,1037,3,68.29
50275,1044,4,16.82
50275,1048,4,37.08
50275,1095,2,95.7
50275,1194,2,8.8
50276,1057,3,56.99
50276,1133,2,1424.59
50277,1065,4,161.16
50277,1079,1,103.42
50278,1084,4,63.37
50278,1173,1,123.28
50279,1010,5,105.65
50279,1012,3,219.88
50279,1085,1,73.81
50280,1030,1,39.3
50280,1130,5,16.26
50281,1023,2,73.83
50281,1096,2,103.85
50281,1148,5,34.22
50281,1165,2,1352.74
50282,1125,2,98.69
50283,1006,3,29.82
50283,1066,3,65.25
50283,1144,3,43.21
50283,1145,3,241.66
50283,1150,3,15.29
50284,1013,1,140.32
50285,1107,2,1670.01
50285,1195,4,69.18
50286,1090,3,154.98
50287,1010,5,127.13
50287,1026,1,178.2
50287,1081,4,1259.73
50287,1143,5,38.48
50287,1179,4,1810.71
50288,1006,2,34.46
50288,1014,4,32.12
50288,1076,4,102.21
50288,1132,2,147.61
50289,1056,5,96.86
50290,1086,4,124.94
50291,1031,2,12.92
50292,1066,3,63.51
50292,1195,4,69.6
50293,1037,1,74.07
50293,1066,1,63.12
50293,1129,4,37.61
50293,1170,4,1295.94
50293,1185,4,2628.85
50293,1191,1,231.24
50294,1003,2,2276.21
50294,1179,4,1762.86
50295,1019,3,1842.49
50295,1066,4,62.71
50295,1103,5,93.95
50295,1182,3,634.88
50296,1141,1,45.52
50297,1037,1,61.71
50298,1076,3,111.97
50299,1069,2,1428.97
50300,1004,1,1813.16
50300,1084,3,59.3
50300,1124,3,1809.11
50300,1157,2,1633.17
50301,1037,2,67.74
50302,1136,5,229.07
50302,1169,3,17.29
50302,1188,4,27.19
50303,1053,4,48.77
50304,1101,3,903.23
50305,1010,3,113.79
50305,1012,3,210.44
50305,1024,5,177.56
50305,1197,2,1761.79
50306,1051,3,20.75
50306,1071,5,74.25
50306,1105,3,2177.75
50306,1146,2,163.62
50307,1011,2,80.62
50307,1108,3,149.09
50307,1137,3,55.74
50308,1039,2,149.08
50309,1197,5,1397.04
50310,1078,5,45.71
50310,1155,1,182.52
50310,1177,2,142.44
50311,1007,2,48.47
50311,1068,5,131.45
50311,1119,5,185.68
50311,1198,1,116.74
50312,1185,3,63.15
50313,1079,3,17.45
50314,1069,3,1494.59
50314,1130,3,14.92
50315,1001,4,1748.09
50315,1010,1,118.67
50315,1050,2,2316.09
50315,1121,5,70.98
50316,1109,3,8.28
50317,1055,5,54.06
50317,1124,2,2018.87
50318,1081,2,1177.62
50318,1186,3,7.44
50319,1028,2,117.7
50320,1002,4,147.56
50320,1134,3,124.43
50320,1179,1,1632.14
50321,1022,2,34.32
50321,1121,5,62.95
50321,1134,2,116.03
50321,1156,3,539.07
50322,1048,1,35.61
50322,1141,3,36.16
50322,1161,4,1759.49
50323,1081,2,40.25
50324,1003,3,1972.43
50324,1046,1,80.58
50324,1102,4,132.73
50324,1141,4,48.32
50325,1073,2,109.08
50325,1082,5,36.31
50325,1101,1,1003.37
50325,1121,3,62.03
50325,1177,3,154.18
50325,1197,1,1540.31
50326,1078,3,43.66
50326,1092,3,88.29
50326,1196,5,707.37
50326,1198,5,122.34
50327,1165,3,1302.72
50327,1197,1,1627.49
50328,1188,3,24.93
50329,1111,1,82.46
50330,1047,4,1752.8
50330,1131,4,64.9
50330,1136,2,181.57
50331,1034,2,62.59
50331,1043,1,43.41
50331,1069,4,1592.5
50331,1079,1,98.8
50332,1147,2,54.17
50333,1071,3,73.19
50333,1077,3,66.77
50333,1109,3,9.12
50334,1108,2,176.54
50335,1061,4,8.39
50335,1147,5,58.65
50336,1079,4,98.78
50337,1096,3,48.05
50338,1167,4,22.42
50339,1043,4,48.89
50339,1094,4,91.41
50339,1122,3,1298.82
50339,1160,1,29.09
50340,1015,2,73.37
50340,1081,5,1282.69
50340,1168,3,53.73
50341,1019,3,1714.28
50341,1101,4,765.37
50341,1125,1,98.27
50341,1181,3,59.21
50342,1193,3,12.06
50343,1089,5,108.9
50343,1158,3,1490.28
50344,1036,2,21.78
50344,1098,5,20.47
50344,1112,4,225.14
50344,1120,4,70.35
50345,1083,5,36.01
50345,1104,5,20.54
50345,1125,3,88.02
50346,1158,3,244.12
50347,1013,1,160.11
50347,1065,5,149.13
50347,1082,5,38.3
50347,1087,2,52.67
50347,1111,5,1277.0
50347,1200,4,52.0
50348,1197,4,1624.93
50349,1074,3,51.92
50349,1082,2,38.98
50349,1102,3,128.35
50349,1157,4,1672.84
50350,1008,4,129.7
50350,1018,1,49.15
50351,1156,1,567.73
50351,1195,3,69.41
50351,1196,3,838.12
50351,1196,4,816.13
50351,1200,4,53.03
50352,1063,2,79.03
50352,1078,4,44.88
50352,1079,3,105.96
50352,1171,4,42.19
50353,1015,4,73.76
50353,1015,3,91.19
50353,1066,3,69.12
50353,1152,3,69.27
50354,1199,4,159.34
50355,1089,4,122.43
50355,1140,4,58.86
50355,1189,4,2439.78
50356,1043,2,49.66
50356,1101,2,989.78
50356,1145,4,227.2
50357,1089,1,143.11
50357,1185,2,2408.32
50358,1026,2,257.39
50358,1050,3,2159.06
50358,1091,5,1610.48
50358,1129,5,35.61
50358,1166,3,39.93
50359,1107,2,1790.6
50359,1123,1,5.12
50359,1132,2,130.93
50359,1140,4,41.54
50360,1050,4,2128.15
50360,1071,2,67.85
50360,1094,2,81.13
50360,1194,2,8.81
50361,1017,4,42.28
50361,1040,5,829.76
50361,1050,3,2401.04
50362,1006,1,31.98
50362,1024,4,165.01
50362,1081,3,1231.42
50362,1087,3,50.96
50362,1121,1,66.3
50362,1148,5,31.23
50362,1167,1,23.18
50363,1009,3,38.0
50363,1013,3,143.88
50363,1048,5,34.05
50363,1078,1,40.25
50363,1083,4,34.38
50363,1171,2,41.11
50363,1171,3,44.65
50364,1198,2,1068.79
50365,1069,5,1535.25
50365,1115,1,8.45
50365,1184,4,2744.71
50365,1192,1,223.91
50366,1031,2,76.08
50366,1122,5,1443.73
50367,1087,1,55.14
50367,1156,3,555.27
50368,1197,3,33.35
50369,1032,3,66.8
50369,1049,5,70.78
50369,1141,4,42.67
50370,1021,2,4.94
50370,1131,5,70.55
50371,1068,1,114.85
50371,1073,2,124.55
50371,1200,1,49.46
50372,1028,1,117.07
50373,1136,4,251.48
50373,1148,2,33.24
50373,1182,1,587.7
50374,1156,3,557.34
50374,1182,5,572.34
50375,1103,2,96.1
50376,1039,1,65.81
50376,1080,5,154.49
50376,1091,4,1453.38
50376,1094,4,90.34
50376,1100,3,1312.91
50376,1103,5,103.79
50376,1185,2,2715.95
50377,1009,1,41.84
50378,1040,2,722.21
50378,1055,2,48.21
50378,1132,1,124.61
50378,1158,2,1378.32
50379,1122,5,1279.53
50380,1071,5,72.92
50380,1172,1,128.39
50382,1060,5,109.1
50383,1019,3,2006.36
50384,1132,3,123.22
50384,1152,3,63.34
50384,1195,3,61.29
50385,1077,5,66.89
50385,1118,3,11.42
50385,1156,1,634.38
50385,1193,5,16.86
50386,1032,5,70.81
50386,1044,5,14.95
50386,1056,2,99.19
50386,1058,4,2084.72
50387,1033,1,61.61
50387,1049,4,63.84
50387,1054,3,1963.3
50387,1068,1,110.59
50387,1091,1,1549.29
50387,1132,4,133.62
50388,1050,3,48.86
50389,1020,3,37.21
50389,1086,5,122.63
50389,1105,4,2095.86
50390,1153,4,1066.95
50391,1013,3,158.16
50391,1031,3,61.43
50391,1085,5,79.28
50391,1178,4,241.49
50392,1035,5,64.18
50392,1090,1,156.04
50392,1199,5,150.86
50393,1028,2,134.93
50393,1136,4,195.13
50394,1030,1,35.8
50394,1060,4,132.72
50394,1155,3,195.12
50395,1162,3,1540.91
50396,1107,1,1759.9
50397,1117,2,156.68
50398,1164,2,538.09
50399,1038,5,114.18
50399,1141,1,40.32
50399,1165,1,1313.42
50400,1027,3,37.6
50400,1034,3,57.52
50400,1041,1,1947.13
50400,1120,2,68.87
50400,1150,4,13.57
50400,1176,1,19.19
50401,1040,5,732.99
50401,1107,2,1925.88
50402,1001,4,1640.79
50402,1005,5,13.03
50402,1082,5,34.4
50402,1178,5,192.5
50403,1020,1,34.97
50403,1051,3,18.37
50403,1145,1,246.7
50403,1178,5,260.73
50404,1128,4,67.92
50405,1037,3,63.9
50405,1159,3,207.82
50406,1049,2,60.56
50406,1138,5,125.01
50406,1155,5,211.25
50407,1061,5,8.95
50407,1151,5,2065.25
50407,1172,3,128.55
50408,1003,2,2252.62
50408,1061,2,8.65
50408,1152,4,56.34
50409,1084,1,50.48
50409,1161,4,1970.47
50410,1060,3,120.95
50410,1129,5,37.07
50410,1152,2,68.89
50410,1195,1,69.85
50411,1035,2,67.25
50411,1036,4,19.0
50411,1145,1,226.7
50412,1032,5,77.51
50412,1067,1,64.52
50413,1120,4,69.0
50413,1188,5,27.05
50414,1022,5,32.55
50414,1157,4,1651.63
50414,1199,5,151.35
50415,1002,4,162.32
50415,1077,2,63.36
50415,1143,1,45.19
50416,1008,1,132.01
50417,1194,5,9.66
50418,1144,2,42.13
50419,1080,5,140.83
50419,1135,5,81.56
50420,1030,3,34.68
50420,1042,1,42.96
50420,1075,3,15.34
50421,1013,4,154.87
50421,1134,1,113.93
50421,1134,3,96.08
50421,1161,1,1717.67
50423,1160,5,28.59
50423,1191,4,233.75
50423,1194,5,11.38
50424,1107,4,1774.19
50425,1083,4,39.85
50425,1124,5,1896.99
50425,1170,3,1172.99
50425,1190,3,14.55
50426,1007,4,58.67
50427,1010,4,123.9
50427,1060,3,137.41
50427,1152,4,59.69
50427,1168,2,41.67
50428,1083,5,34.43
50428,1166,3,53.87
50429,1032,5,80.34
50429,1038,5,95.37
50429,1110,5,2480.72
50429,1167,2,19.85
50430,1046,2,93.35
50430,1134,5,109.76
50431,1040,3,764.87
50431,1131,3,62.98
50432,1106,5,106.28
50432,1164,4,584.62
50432,1166,5,41.27
50433,1089,5,123.72
50433,1167,4,21.54
50433,1180,3,1429.47
50433,1188,3,30.98
50434,1027,2,39.56
50434,1069,3,1468.53
